Time,Vp,AI,Rc,t_synth_1
0.138,1900.0,4845000.0,0.0,-2.5150316707780425e-06
0.14,1900.0,4845000.0,0.0,-7.341915167595675e-06
0.14200000000000002,1900.0,4845000.0,0.0,-2.0314123588616553e-05
0.14400000000000002,1900.0,4845000.0,0.0,-5.324952807836482e-05
0.146,1900.0,4845000.0,0.0,-0.00013217067084371134
0.148,1900.0,4845000.0,0.0,-0.00031044666509162574
0.15,1900.0,4845000.0,0.0,-0.0006895238984686272
0.152,1900.0,4845000.0,0.0,-0.001446876281249643
0.154,1900.0,4845000.0,0.0,-0.0028651830311476685
0.156,1900.0,4845000.0,0.0,-0.0053469977324857665
0.158,1900.0,4845000.0,0.0,-0.009387160813794784
0.16,1900.0,4845000.0,0.0,-0.015467344433397768
0.162,1900.0,4845000.0,0.0,-0.023844612137060527
0.164,1900.0,4845000.0,0.0,-0.0342406341376226
0.166,1900.0,4845000.0,0.0,-0.045503289858609686
0.168,1900.0,4845000.0,0.0,-0.05539034682522915
0.17,1900.0,4845000.0,0.0,-0.0606728893091142
0.17200000000000001,1900.0,4845000.0,0.0,-0.057718828321531954
0.17400000000000002,1900.0,4845000.0,0.0,-0.04355999401060349
0.176,1900.0,4845000.0,0.0,-0.01719743346975862
0.178,1900.0,4845000.0,0.0,0.01933557274203522
0.18,1900.0,4845000.0,0.0,0.06070549590079682
0.182,1900.0,4845000.0,0.0,0.0991605354506337
0.184,1900.0,4845000.0,0.13636363636363635,0.12647489957363037
0.186,2500.0,6375000.0,0.0,0.13636363636363635
0.188,2500.0,6375000.0,0.0,0.12647489957362926
0.19,2500.0,6375000.0,0.0,0.09916053545063182
0.192,2500.0,6375000.0,0.0,0.06070549590079452
0.194,2500.0,6375000.0,0.0,0.019335572816327452
0.196,2500.0,6375000.0,0.0,-0.017197433140227116
0.198,2500.0,6375000.0,0.0,-0.04355999262242109
0.2,2500.0,6375000.0,0.0,-0.05771882276851015
0.202,2500.0,6375000.0,0.0,-0.06067286821948057
0.20400000000000001,2500.0,6375000.0,0.0,-0.0553902707963599
0.20600000000000002,2500.0,6375000.0,0.0,-0.04550302974698975
0.20800000000000002,2500.0,6375000.0,0.0,-0.03423978982814618
0.21,2500.0,6375000.0,0.0,-0.023842012708353275
0.212,2500.0,6375000.0,0.0,-0.015459756145237561
0.214,2500.0,6375000.0,0.0,-0.009366165008206279
0.216,2500.0,6375000.0,0.0,-0.005291961307491841
0.218,2500.0,6375000.0,0.0,-0.0027285771028929887
0.22,2500.0,6375000.0,0.0,-0.0011260119428327406
0.222,2500.0,6375000.0,0.0,2.313838585468221e-05
0.224,2500.0,6375000.0,0.0,0.0011849825115019797
0.226,2500.0,6375000.0,0.0,0.0028291594418861
0.228,2500.0,6375000.0,0.0,0.005473177658517665
0.23,2500.0,6375000.0,0.0,0.009681852086642235
0.232,2500.0,6375000.0,0.0,0.01597904092203547
0.234,2500.0,6375000.0,0.0,0.02464225187508977
0.23600000000000002,2500.0,6375000.0,0.0,0.035388831809168714
0.23800000000000002,2500.0,6375000.0,0.0,0.047029994227696624
0.24,2500.0,6375000.0,0.0,0.0572490097354754
0.242,2500.0,6375000.0,0.0,0.06270887190115919
0.244,2500.0,6375000.0,0.0,0.059655696382411076
0.246,2500.0,6375000.0,0.0,0.045021737432947365
0.248,2500.0,6375000.0,0.0,0.017774528233802267
0.25,2500.0,6375000.0,0.0,-0.01998441746492231
0.252,2500.0,6375000.0,0.0,-0.06274259307867591
0.254,2500.0,6375000.0,0.0,-0.10248807032753308
0.256,2500.0,6375000.0,-0.14093959731543623,-0.13071902429804896
0.258,2000.0,4800000.0,0.0,-0.14093959974884027
0.26,2000.0,4800000.0,0.0,-0.13071903345451671
0.262,2000.0,4800000.0,0.0,-0.1024881071661843
0.264,2000.0,4800000.0,0.0,-0.06274272635280824
0.266,2000.0,4800000.0,0.0,-0.01998487342528797
0.268,2000.0,4800000.0,0.0,0.01777304858574992
0.27,2000.0,4800000.0,0.0,0.045017182387516314
0.272,2000.0,4800000.0,0.0,0.05964240101529514
0.274,2000.0,4800000.0,0.0,0.06267209222585428
0.276,2000.0,4800000.0,0.0,0.05715262413241916
0.278,2000.0,4800000.0,0.0,0.04679084304802422
0.28,2000.0,4800000.0,0.0,0.03482739530942655
0.28200000000000003,2000.0,4800000.0,0.0,0.023396170493452616
0.28400000000000003,2000.0,4800000.0,0.0,0.013367011283638945
0.28600000000000003,2000.0,4800000.0,0.0,0.0045170483778539956
0.28800000000000003,2000.0,4800000.0,0.0,-0.004144695660682344
0.29,2000.0,4800000.0,0.0,-0.014003062363674
0.292,2000.0,4800000.0,0.0,-0.026421192633238177
0.294,2000.0,4800000.0,0.0,-0.04223785662873183
0.296,2000.0,4800000.0,0.0,-0.06115915689306311
0.298,2000.0,4800000.0,0.0,-0.08113805729192329
0.3,2000.0,4800000.0,0.0,-0.09798909142468702
0.302,2000.0,4800000.0,0.0,-0.1055928117595517
0.304,2000.0,4800000.0,0.0,-0.09699664215205993
0.306,2000.0,4800000.0,0.0,-0.06644680772834374
0.308,2000.0,4800000.0,0.0,-0.011931359891654947
0.31,2000.0,4800000.0,0.0,0.06263940008671658
0.312,2000.0,4800000.0,0.0,0.1466726673855204
0.314,2000.0,4800000.0,0.0,0.22431585907467755
0.316,2000.0,4800000.0,0.24705882352941178,0.2780622671554287
0.318,3000.0,7950000.0,0.0,0.29359651895694566
0.32,3000.0,7950000.0,0.0,0.2642644301205731
0.322,3000.0,7950000.0,0.0,0.19352155182408529
0.324,3000.0,7950000.0,0.0,0.09439413669434735
0.326,3000.0,7950000.0,0.0,-0.013914284244365395
0.328,3000.0,7950000.0,0.0,-0.11110912948126443
0.33,3000.0,7950000.0,-0.1099476439790576,-0.18089498609465635
0.332,2500.0,6375000.0,0.0,-0.21452058005485025
0.334,2500.0,6375000.0,0.0,-0.21189952606902548
0.336,2500.0,6375000.0,0.0,-0.1803057029964516
0.338,2500.0,6375000.0,0.0,-0.13138705140570092
0.34,2500.0,6375000.0,0.0,-0.07762592712149266
0.342,2500.0,6375000.0,0.0,-0.029334892527621934
0.34400000000000003,2500.0,6375000.0,0.0,0.007098278911069036
0.34600000000000003,2500.0,6375000.0,0.0,0.029529708738675484
0.34800000000000003,2500.0,6375000.0,0.0,0.03922997277415473
0.35000000000000003,2500.0,6375000.0,0.0,0.03946332248811367
0.352,2500.0,6375000.0,0.0,0.034050738123482735
0.354,2500.0,6375000.0,0.0,0.026315442475477097
0.356,2500.0,6375000.0,0.0,0.018556475551941266
0.358,2500.0,6375000.0,0.0,0.011981282714580498
0.36,2500.0,6375000.0,0.0,0.006916279082775612
0.362,2500.0,6375000.0,0.0,0.003107797506496214
0.364,2500.0,6375000.0,0.0,-1.329631524532678e-05
0.366,2500.0,6375000.0,0.0,-0.003149136270593511
0.368,2500.0,6375000.0,0.0,-0.0070141589903649285
0.37,2500.0,6375000.0,0.0,-0.012220942777201881
0.372,2500.0,6375000.0,0.0,-0.01911822774449838
0.374,2500.0,6375000.0,0.0,-0.027562156374648598
0.376,2500.0,6375000.0,0.0,-0.036664621116826446
0.378,2500.0,6375000.0,0.0,-0.04463353861630394
0.38,2500.0,6375000.0,0.0,-0.048862889588214234
0.382,2500.0,6375000.0,0.0,-0.046401548608685006
0.384,2500.0,6375000.0,0.0,-0.03480323199970291
0.386,2500.0,6375000.0,0.0,-0.013159110386530004
0.388,2500.0,6375000.0,0.0,0.017073132520613703
0.39,2500.0,6375000.0,0.0,0.051882866182097566
0.392,2500.0,6375000.0,0.0,0.08543257936937966
0.394,2500.0,6375000.0,0.1099476439790576,0.11159720759244844
0.396,3000.0,7950000.0,0.0,0.12580305798605315
0.398,3000.0,7950000.0,0.0,0.12641739041227315
0.4,3000.0,7950000.0,0.0,0.11505114463723506
0.402,3000.0,7950000.0,0.0,0.0955907419671968
0.404,3000.0,7950000.0,0.0,0.07237000702038238
0.406,3000.0,7950000.0,0.0,0.048329154702432896
0.40800000000000003,3000.0,7950000.0,0.0,0.02404530040406775
0.41000000000000003,3000.0,7950000.0,0.0,-0.001884796953212399
0.41200000000000003,3000.0,7950000.0,0.0,-0.03129059207972307
0.41400000000000003,3000.0,7950000.0,0.0,-0.06448097427797843
0.41600000000000004,3000.0,7950000.0,0.0,-0.09891708928938286
0.418,3000.0,7950000.0,0.0,-0.12925606590259497
0.42,3000.0,7950000.0,-0.13978494623655913,-0.1488736037304144
0.422,2500.0,6000000.0,0.0,-0.15225599899925066
0.424,2500.0,6000000.0,0.0,-0.13721681132807384
0.426,2500.0,6000000.0,0.0,-0.10595962949572722
0.428,2500.0,6000000.0,0.0,-0.06453873410312391
0.43,2500.0,6000000.0,0.0,-0.020987337900492644
0.432,2500.0,6000000.0,0.0,0.01707277193540322
0.434,2500.0,6000000.0,0.0,0.04440194900961439
0.436,2500.0,6000000.0,0.0,0.05905832567590348
0.438,2500.0,6000000.0,0.0,0.06214581521813702
0.44,2500.0,6000000.0,0.0,0.056745010431286796
0.442,2500.0,6000000.0,0.0,0.046587346248915015
0.444,2500.0,6000000.0,0.0,0.03496221193049523
0.446,2500.0,6000000.0,0.0,0.024105934446203653
0.448,2500.0,6000000.0,0.0,0.015065367196475749
0.45,2500.0,6000000.0,0.0,0.007868322768958009
0.452,2500.0,6000000.0,0.0,0.00179996711957146
0.454,2500.0,6000000.0,0.0,-0.004352584332734403
0.456,2500.0,6000000.0,0.0,-0.012120749449974669
0.458,2500.0,6000000.0,0.0,-0.023176157049717042
0.46,2500.0,6000000.0,0.0,-0.03903405563000859
0.462,2500.0,6000000.0,0.0,-0.06053039715968369
0.464,2500.0,6000000.0,0.0,-0.08706104145185423
0.466,2500.0,6000000.0,0.0,-0.1157494510814272
0.468,2500.0,6000000.0,0.0,-0.14091757396503266
0.47000000000000003,2500.0,6000000.0,0.0,-0.1543624599733579
0.47200000000000003,2500.0,6000000.0,0.0,-0.14684842650042734
0.47400000000000003,2500.0,6000000.0,0.0,-0.11082584923000251
0.47600000000000003,2500.0,6000000.0,0.0,-0.04375393900005211
0.47800000000000004,2500.0,6000000.0,0.0,0.049193927076864166
0.48,2500.0,6000000.0,0.0,0.15444800188098484
0.482,2500.0,6000000.0,0.0,0.25228598953012377
0.484,2500.0,6000000.0,0.3469387755102041,0.32177967679307684
0.486,4500.0,12375000.0,0.0,0.3469387755102041
0.488,4500.0,12375000.0,0.0,0.32177967646624045
0.49,4500.0,12375000.0,0.0,0.25228598815330816
0.492,4500.0,12375000.0,0.0,0.15444799637345002
0.494,4500.0,12375000.0,0.0,0.04919390616000229
0.496,4500.0,12375000.0,0.0,-0.04375401440605709
0.498,4500.0,12375000.0,0.0,-0.1108261072106539
0.5,4500.0,12375000.0,0.0,-0.14684926389287836
0.502,4500.0,12375000.0,0.0,-0.15436503810618143
0.504,4500.0,12375000.0,0.0,-0.14092510008595602
0.506,4500.0,12375000.0,0.0,-0.11577027487836591
0.508,4500.0,12375000.0,0.0,-0.08711562698959606
0.51,4500.0,12375000.0,0.0,-0.060665883940547186
0.512,4500.0,12375000.0,0.0,-0.039352291279527975
0.514,4500.0,12375000.0,0.0,-0.023882980573871754
0.516,4500.0,12375000.0,0.0,-0.013603926203738842
0.518,4500.0,12375000.0,0.0,-0.007289649344552303
0.52,4500.0,12375000.0,0.0,-0.00368116822576426
0.522,4500.0,12375000.0,0.0,-0.0017542988981445937
0.524,4500.0,12375000.0,0.0,-0.0007898438962194732
0.526,4500.0,12375000.0,0.0,-0.00033627095847309994
0.528,4500.0,12375000.0,0.0,-0.0001354783911653564
0.53,4500.0,12375000.0,0.0,-5.168355253157932e-05
0.532,4500.0,12375000.0,0.0,-1.867943042639884e-05
0.534,4500.0,12375000.0,0.0,-6.398788060346457e-06
0.536,4500.0,12375000.0,0.0,-2.0783633646296093e-06
